Blog Category,Blog Title,Blog Catchphrase,Blog Link,Author Name,Thumbnail Link
Fashion Trends,Why it's time to swap your pointed-toe boots for something a whole lot more high fashion,Stubbed toes just got VERY chic.,https://www.glamourmagazine.co.uk/gallery/square-toe-boots,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61389719aa3b5acf3b0dbd3c/4:3/w_1600%2Cc_limit/2019-07-15.jpg
Shopping,This is the surprisingly popular dress trend we can't get enough of this season,Scandi minimalism step aside...,https://www.glamourmagazine.co.uk/gallery/mixed-print-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138960b3335302f7261ad58/4:3/w_1600%2Cc_limit/2019-08-06.jpg
Shopping,This is the little-known ASOS brand that influencers and fashion editors can't stop wearing,Us included...,https://www.glamourmagazine.co.uk/gallery/asos-white-summer-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613895ea5341d7d4e342b265/4:3/w_1600%2Cc_limit/2019-07-03.jpg
Shopping,The summer dresses to snap up now that won't look out of place once autumn hits,'Transitional fashion' at its finest.,https://www.glamourmagazine.co.uk/gallery/transitional-fashion-summer-autumn-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613895499734ef64a15ee88d/4:3/w_1600%2Cc_limit/monikh.jpg
Sustainability,This sustainable swimwear is saving the oceans you swim in whilst wearing it,Some fabrics even contain UV Protection.,https://www.glamourmagazine.co.uk/gallery/sustainable-swimwear,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388d0ef5e39d30c69b2da4/4:3/w_1600%2Cc_limit/ivorycoconut2_p_sf_sq.jpg
Sustainability,How the plastic IN our clothes is one of the ocean's biggest polluters (and it's washing them that's doing the damage),About 60% of our clothing is guilty.,https://www.glamourmagazine.co.uk/article/microplastic-fashion,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388d0cba092ab636a102fb/4:3/w_1600%2Cc_limit/bdt_gluk02_cmyk_sq.jpg
Periods,We're teaming up with Hot 4 The Spot and Free Periods to host an event for everyone who owns that Zara polkadot dress,Wear the dress.,https://www.glamourmagazine.co.uk/article/glamour-hot-4-the-spot-event,Bianca London ,https://media.glamourmagazine.co.uk/photos/61389079a35312eec2783100/4:3/w_1600%2Cc_limit/hot.jpg
Fashion,This empowering modest fashion brand is coming to Europe for the first time ever,It's dedicated to women who like to express their style in a contemporary yet modest way.,https://www.glamourmagazine.co.uk/article/the-modist-pop-up-bicester-village,Izzah Kazi ,https://media.glamourmagazine.co.uk/photos/613897d9e2e190b1f7b264b1/4:3/w_1600%2Cc_limit/the.jpg
Zara,Cue a stampede! Zara is releasing its iconic polkadot dress in black,"Yes, the rumours are true.",https://www.glamourmagazine.co.uk/article/zara-polka-dot-dress-black,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/6138a8d91145ea59e77e70b6/4:3/w_1600%2Cc_limit/4886058250_1_1_1_p_sf.jpg
Fashion,Is shapewear an anti-feminist buy or purely about personal choice?,,https://www.glamourmagazine.co.uk/article/is-shapewear-feminist,Helen Wilson-Beevers ,https://media.glamourmagazine.co.uk/photos/613897029734ef64a15ee9ff/4:3/w_1600%2Cc_limit/kimkardashian.jpg
Fashion Trends,The incredibly inspiring influencers who prove style has no age limit,Let's get following asap.,https://www.glamourmagazine.co.uk/article/fashion-influencers-over-50-to-follow,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613894855737943865217d3e/4:3/w_1600%2Cc_limit/20190417_peverelli_uniqlo_inesdelafressange40290_l_sq.jpg
Rihanna,"Rihanna celebrates Crop Over with Bantu knots, green eyeshadow, and a feathered dress",I've been waiting all year for this look.,https://www.glamourmagazine.co.uk/article/rihanna-grand-kadooment-crop-over-2019-costume-bantu-knots,Jihan Forbes ,https://media.glamourmagazine.co.uk/photos/61388f084501b1fdc56b9e56/4:3/w_1600%2Cc_limit/unnamed.jpg
Victoria's Secret,Victoria's Secret has hired its first transgender model,Finally!,https://www.glamourmagazine.co.uk/article/valentina-sampaio-victoria-secret-first-transgender-model,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/6138e0b31145ea59e77e96b9/4:3/w_1600%2Cc_limit/screen.jpg
Zara,These lace-up boots have totally sold out at Zara because they're going to be so damn popular this Autumn,The most directional boot trend yet.,https://www.glamourmagazine.co.uk/article/zara-lace-up-leather-high-heel-ankle-boots,Bianca London ,https://media.glamourmagazine.co.uk/photos/613894bc69a8a3323e6d7a5c/4:3/w_1600%2Cc_limit/_sq_sq.jpg
Instagram,"Our go-to influencer for high-low fashion, Lindsey Holland, talks sustainability, heatwave styling hacks and #gifting",We also find out where the name 'Ropes of Holland' came from...,https://www.glamourmagazine.co.uk/article/lindsey-holland-ropes-of-holland-interview-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613891d69734ef64a15ee625/4:3/w_1600%2Cc_limit/ropes_of_holland_square_2.jpg
Marks & Spencer,This is the M&S shirt dress that every fashion influencer is wearing RN,it's part of Holly Willoughby's edit.,https://www.glamourmagazine.co.uk/article/marks-spencer-printed-midi-shirt-dress-summer-2019,Bianca London ,https://media.glamourmagazine.co.uk/photos/613893905ebdbf876576ade7/4:3/w_1600%2Cc_limit/sd_01_t42_7337_y8_x_ec_0_p_sf.jpg
High-Street,We're calling it - this is going to be Zara's next viral dress,Just in case you're over the polka dot...,https://www.glamourmagazine.co.uk/article/new-cult-zara-dress-white-balloon-sleeves,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61389371d22f06d735f76bc5/4:3/w_1600%2Cc_limit/zara-dress-square.jpg
Shopping,These are officially the 10 hottest products in fashion right now,And almost all of us have got number 6.,https://www.glamourmagazine.co.uk/article/best-fashion-products-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138902a2bec5fcec32c0f7c/4:3/w_1600%2Cc_limit/ch4square.jpg
Fashion Trends,Not even Bella Hadid can resist this throwback halter neck fashion trend for summer 2019,Return of the halter.,https://www.glamourmagazine.co.uk/article/halterneck-trend-bella-hadid,Ana Colon ,https://media.glamourmagazine.co.uk/photos/613890262b5bbea008291b0e/4:3/w_1600%2Cc_limit/untitled-1.jpg
Shopping,The 5 bestselling dresses on Topshop right now prove we're all a sucker for this shape and style,Topshop's Design Director explains why.,https://www.glamourmagazine.co.uk/article/topshop-floaty-floral-dress-summer-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613895083335302f7261aca0/4:3/w_1600%2Cc_limit/topshop-dress-sq.jpg
Love Island,The 4 major fashion trends to come out of Love Island this year that we'll all be wearing them this summer,It's time to snap up a neon bikini.,https://www.glamourmagazine.co.uk/article/love-island-2019-fashion-trends,Bianca London ,https://media.glamourmagazine.co.uk/photos/61389309fe678a516c682de4/4:3/w_1600%2Cc_limit/love_island_sr5_ep32_03_sf_sq.jpg
Jennifer Lawrence,Jennifer Lawrence's most epic fashion moments ever,This actress doesn’t play by the rules when it comes to her style.,https://www.glamourmagazine.co.uk/gallery/jennifer-lawrence-fashion-style-dresses,Glamour ,https://media.glamourmagazine.co.uk/photos/6138933ce2e190b1f7b2617b/4:3/w_1600%2Cc_limit/gettyimages-1147368575_sf_sq.jpg
Shopping,14 crop tops that we're wearing regardless of the weather forecast,Do we give up on summer yet?,https://www.glamourmagazine.co.uk/gallery/bralettes-and-bralet-tops,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613897fc1145ea59e77e670e/4:3/w_1600%2Cc_limit/gettyimages-1149398370_sf_sq.jpg
Fashion Week,The best street style stars from Copenhagen Fashion Week who are giving us major sartorial inspo,Scandi fashion at its finest.,https://www.glamourmagazine.co.uk/gallery/copenhagen-fashion-week-street-style-spring-summer-2020,Bianca London ,https://media.glamourmagazine.co.uk/photos/61389487aa3b5acf3b0dbb7d/4:3/w_1600%2Cc_limit/gettyimages-1166705967_sf_sq.jpg
Shopping,The nostalgic and affordable summer staple the style set can't stop wearing,Sign. Us. Up.,https://www.glamourmagazine.co.uk/gallery/flip-flop-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138930ae2e190b1f7b26148/4:3/w_1600%2Cc_limit/1-01.jpg
Fashion Trends,How your favourite slip dress could be one of the cruelest pieces in your wardrobe,"6,600 deaths for one kilogram of your fave material.",https://www.glamourmagazine.co.uk/article/silk-farming-cruelty,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613890182b5bbea008291b04/4:3/w_1600%2Cc_limit/gettyimages-611469854_sf_sq.jpg
Bags & Handbags,Sales of basket bags have doubled as chic holiday-goers make them the accessory of summer,All over our Insta feed.,https://www.glamourmagazine.co.uk/article/basket-bag-trend-2019,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/61388fb157379438652179e6/4:3/w_1600%2Cc_limit/naaomiross_sf.jpg
Sustainability,The jelly shoe may be this summer’s hottest footwear trend – but it’s one of the least environmentally friendly,It's a step backwards.,https://www.glamourmagazine.co.uk/article/jelly-shoe-bad-for-environment,Luciana Bellini ,https://media.glamourmagazine.co.uk/photos/61389545aa3b5acf3b0dbc03/4:3/w_1600%2Cc_limit/gettyimages-829254852_sf_sq.jpg
Glossier,GlossiWEAR is the new clothing line from Glossier and you’re going to want all of it,We’re obsessed.,https://www.glamourmagazine.co.uk/article/glossiwear-glossier-clothing-line,Judy Johnson ,https://media.glamourmagazine.co.uk/photos/613895bbfe678a516c682fa6/4:3/w_1600%2Cc_limit/screen.jpg
Instagram,This Australian fashion brand is all over Instagram right now (and we want the lot),You've probably never even heard of it.,https://www.glamourmagazine.co.uk/article/lee-mathews-fashion-brand,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613893f7d22f06d735f76c2b/4:3/w_1600%2Cc_limit/dress-charlie.jpg
Love Island,In The Style has launched T-shirts in honour of Love Island's Ovie and we absolutely can't deal,Need.,https://www.glamourmagazine.co.uk/article/in-the-style-ovie-love-island-tshirt,Bianca London ,https://media.glamourmagazine.co.uk/photos/613895fe2b5bbea008291f6a/4:3/w_1600%2Cc_limit/love_island_sr5_ep36_48_l_sf_sq.jpg
High-Street,The high street's most popular sandal is back for summer 2019 so expect to see it everywhere,And they're somewhat reminiscent of a much more expensive pair...,https://www.glamourmagazine.co.uk/article/dune-loupe-sandals,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388f1ffe678a516c682aa9/4:3/w_1600%2Cc_limit/nadiaanya__.jpg
Fashion,"Holly Willoughby's stylist, Angie Smith, has curated the most dreamy summer clothing edit",We'll take the lot.,https://www.glamourmagazine.co.uk/article/free-people-angie-smith,Emma Thomas ,https://media.glamourmagazine.co.uk/photos/613894cc8cb9467036e0e728/4:3/w_1600%2Cc_limit/free.jpg
Dresses,This summer dress collection is flying off shelves this season (so get it before everyone else),It's flying off shelves.,https://www.glamourmagazine.co.uk/article/label-mix-caroline-issa-summer-2019,Nicola Lewis ,https://media.glamourmagazine.co.uk/photos/613893329734ef64a15ee726/4:3/w_1600%2Cc_limit/slipintostyle.jpg
Shopping,This is the little-known British fashion brand loved by Kourtney Kardashian and Dua Lipa,Into it.,https://www.glamourmagazine.co.uk/article/eleanor-balfour-fashion-brand,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61389316aa3b5acf3b0dba88/4:3/w_1600%2Cc_limit/sorayabakhtiar_sf.jpg
Trainers,"These are the white trainers that Kendall, Kylie and every influencer is wearing this summer",Fresh.,https://www.glamourmagazine.co.uk/article/adidas-supercourt-trainers,Nicola Lewis ,https://media.glamourmagazine.co.uk/photos/613893654501b1fdc56ba191/4:3/w_1600%2Cc_limit/kyliejenner.jpg
Holly Willoughby,Everyone is desperate to get their hands on this M&S jumpsuit for summer,"This jumpsuit? Yes, please",https://www.glamourmagazine.co.uk/article/holly-willoughby-summer-collection-2019,Bianca London ,https://media.glamourmagazine.co.uk/photos/613893f81145ea59e77e6453/4:3/w_1600%2Cc_limit/screen.jpg
Swimwear,Bigger-busted women are going wild for this ASOS bikini they say is 'life-changing',Triangle bras are reigning supreme.,https://www.glamourmagazine.co.uk/article/asos-design-curve-recycled-microfibre-triangle-bra,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/61388f2330654311017f64bc/4:3/w_1600%2Cc_limit/screen.jpg
Stella McCartney,Stella McCartney's incredibly sustainable new collection encourages people to channel their inner activist and we're so here for it,A powerful message.,https://www.glamourmagazine.co.uk/article/stella-mccartney-all-together-now-campaign,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138a659a35312eec2783ef0/4:3/w_1600%2Cc_limit/group12-2_p_sq.jpg
Shopping,"Fashion editors are obsessed with this romantic, boho dress label this summer",We. Want. Everything.,https://www.glamourmagazine.co.uk/gallery/love-shack-fancy-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388e93ba092ab636a10431/4:3/w_1600%2Cc_limit/190217_lsf_shot26_3845_sq.jpg
Shopping,These are the statement bags everyone is wearing this summer,An all-weather-way to dip your toe into the new season.,https://www.glamourmagazine.co.uk/gallery/summer-bags,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613892c26c53c747be7bc8ba/4:3/w_1600%2Cc_limit/summer-bags-default.jpg
Shopping,How fashion editors and influencers are falling back in love with the occasion hat,The more #extra the better.,https://www.glamourmagazine.co.uk/gallery/best-occasion-hats,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388ed9e2e190b1f7b25e2f/4:3/w_1600%2Cc_limit/img_6173_sf_sq.jpg
Style Solutions,What to wear to a wedding according to each of the (endless!) different dress codes,PSA: 'Black tie' and 'white tie' are not the same thing.,https://www.glamourmagazine.co.uk/gallery/wedding-guest-dresscode,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138945b5ebdbf876576ae63/4:3/w_1600%2Cc_limit/look12-look12st_sf.jpg
Shopping,10 summer dresses to snap up if you don't want to be wearing the same as everyone else,Something to swap that spotted dress for...,https://www.glamourmagazine.co.uk/gallery/unique-summer-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613893f7aa3b5acf3b0dbb1d/4:3/w_1600%2Cc_limit/screen.jpg
Summer Dresses,Summer dresses and white accents reign supreme as the chicest celebrities make their way to Wimbledon,If we were in any doubt...,https://www.glamourmagazine.co.uk/gallery/celebrities-at-wimbledon-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613893a46c53c747be7bc969/4:3/w_1600%2Cc_limit/gettyimages-1160959777_p_sf.jpg
Celebrity News,Jordyn Woods’ new Boohoo collection caters to all body sizes in a way we approve of,"“Growing up I was always a bigger girl, what would it be like if I didn’t provide clothing for as many people as I could?”",https://www.glamourmagazine.co.uk/article/jordyn-woods-boohoo-collection,Asia Milia Ware ,https://media.glamourmagazine.co.uk/photos/6138a90fdc58bfe816d39d22/4:3/w_1600%2Cc_limit/050619_jordynwoods_cr-0819_p_sf_sq.jpg
Shopping,This fashion boutique is transporting us to the future with the UK's first-ever AI-powered store that stocks trends in real time,You'll never be late to the sartorial party again.,https://www.glamourmagazine.co.uk/article/trending-store-westfield,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/613894c6fe678a516c682ef3/4:3/w_1600%2Cc_limit/pa_trendingstore_001_l_sf_sq.jpg
Sustainability,Sweden has pulled Stockholm fashion week to 'explore more sustainable options' so have they solved the global industry's woes?,Perhaps they will have solved the global industry’s woes...,https://www.glamourmagazine.co.uk/article/stockholm-fashion-week-cancelled-sustainability-2019,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613893912677a6ca5ae343bd/4:3/w_1600%2Cc_limit/gettyimages-1025100306_sq.jpg
ASOS,We just discovered a little-known section on ASOS that lets you buy incredible recycled clothes,One small change.,https://www.glamourmagazine.co.uk/article/asos-responsible-edit,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138920586dcf24018f4a956/4:3/w_1600%2Cc_limit/screen.jpg
